"","A_chr","A_start","A_end","A_peak","C_chr","C_start","C_end","C_peak","overlap"
"1063","chr2",35177942,35178677,"union_peak_29311","chr2",35178149,35178804,"union_peak_18241",528
"1064","chr12",80846686,80847218,"union_peak_12511","chr12",80846723,80847115,"union_peak_7746",392
"1065","chr19",11129766,11130366,"union_peak_26952","chr19",11129666,11130312,"union_peak_16775",546
"1066","chr3",53167997,53168900,"union_peak_32998","chr3",53168125,53168831,"union_peak_20510",706
"1067","chr9",96772058,96772456,"union_peak_52896","chr9",96772289,96772852,"union_peak_32954",167
"1068","chr1",143984948,143985523,"union_peak_2396","chr1",143984787,143985069,"union_peak_1479",121
"1069","chr2",52570190,52570510,"union_peak_29544","chr2",52569943,52572435,"union_peak_18387",320
"1070","chr6",83013532,83014017,"union_peak_42869","chr6",83013370,83014013,"union_peak_26802",481
"1071","chr13",92293903,92294220,"union_peak_15324","chr13",92293872,92294401,"union_peak_9451",317
"1072","chr9",46104038,46104446,"union_peak_51581","chr9",46103941,46104200,"union_peak_32159",162
"1073","chr9",111143415,111143803,"union_peak_53326","chr9",111143792,111144049,"union_peak_33238",11
"1074","chr10",89415440,89416140,"union_peak_5756","chr10",89415589,89415988,"union_peak_3578",399
"1075","chr2",79149197,79149669,"union_peak_30097","chr2",79149250,79149630,"union_peak_18761",380
"1076","chr16",3700966,3701270,"union_peak_20418","chr16",3700567,3701399,"union_peak_12681",304
"1077","chr6",31518514,31519336,"union_peak_41963","chr6",31518935,31519171,"union_peak_26219",236
"1078","chr2",84383801,84384312,"union_peak_30156","chr2",84384117,84384420,"union_peak_18802",195
"1079","chr1",173411873,173412163,"union_peak_3124","chr1",173411734,173412385,"union_peak_1958",290
"1080","chr1",13651378,13651841,"union_peak_98","chr1",13651162,13651849,"union_peak_68",463
"1081","chr14",73349275,73349574,"union_peak_17385","chr14",73349059,73350331,"union_peak_10783",299
"1082","chr5",62909046,62909674,"union_peak_39110","chr5",62909156,62909701,"union_peak_24422",518
"1083","chr10",118399207,118399633,"union_peak_6360","chr10",118399101,118399337,"union_peak_3987",130
"1084","chr11",70534209,70534826,"union_peak_8606","chr11",70533983,70534951,"union_peak_5392",617
"1085","chr11",49177625,49178125,"union_peak_7685","chr11",49177635,49177981,"union_peak_4830",346
"1086","chr10",98728546,98729126,"union_peak_6023","chr10",98728474,98729146,"union_peak_3777",580
"1087","chr9",85121158,85121441,"union_peak_52698","chr9",85119482,85121200,"union_peak_32818",42
"1088","chr7",49741331,49741887,"union_peak_45854","chr7",49741259,49741871,"union_peak_28688",540
"1089","chr15",41774181,41774808,"union_peak_18525","chr15",41774038,41774912,"union_peak_11508",627
"1090","chr6",144952892,144953364,"union_peak_44468","chr6",144952962,144953225,"union_peak_27820",263
"1091","chr11",98008082,98008599,"union_peak_9905","chr11",98007874,98008633,"union_peak_6170",517
"1092","chr18",4313926,4314253,"union_peak_24953","chr18",4313833,4314178,"union_peak_15560",252
"1093","chr18",75469676,75470020,"union_peak_26170","chr18",75469340,75469705,"union_peak_16280",29
"1094","chr18",56837325,56838085,"union_peak_25749","chr18",56837881,56838521,"union_peak_16036",204
"1095","chrX",44030503,44030953,"union_peak_54185","chrX",44030073,44030672,"union_peak_33788",169
"1096","chrX",44030503,44030953,"union_peak_54185","chrX",44030920,44031239,"union_peak_33789",33
"1097","chr2",65093985,65094308,"union_peak_29734","chr2",65093842,65094481,"union_peak_18518",323
"1098","chr12",25918123,25919261,"union_peak_11696","chr12",25918204,25919296,"union_peak_7229",1057
"1099","chr5",64295676,64295869,"union_peak_39136","chr5",64295687,64296097,"union_peak_24442",182
"1100","chr7",75855024,75855495,"union_peak_46302","chr7",75855000,75855497,"union_peak_28981",471
"1101","chr17",26146586,26147256,"union_peak_22855","chr17",26146589,26147240,"union_peak_14248",651
"1102","chr2",104187034,104187516,"union_peak_30483","chr2",104187105,104187339,"union_peak_19008",234
"1103","chr10",108109672,108110480,"union_peak_6111","chr10",108110008,108110799,"union_peak_3837",472
"1104","chr15",18823228,18824007,"union_peak_18219","chr15",18823158,18824056,"union_peak_11316",779
"1105","chr7",112208351,112208746,"union_peak_47093","chr7",112208222,112208641,"union_peak_29441",290
"1106","chr4",62795581,62795989,"union_peak_36013","chr4",62795365,62796172,"union_peak_22508",408
"1107","chr15",55884260,55884985,"union_peak_18632","chr15",55884359,55884673,"union_peak_11595",314
"1108","chr6",130166359,130166586,"union_peak_44161","chr6",130166103,130166423,"union_peak_27604",64
"1109","chr12",100530958,100531271,"union_peak_12926","chr12",100530613,100531414,"union_peak_7991",313
"1110","chr19",40381068,40381741,"union_peak_27563","chr19",40381129,40381374,"union_peak_17168",245
"1111","chr5",97946117,97946668,"union_peak_39705","chr5",97946046,97946959,"union_peak_24826",551
"1112","chr15",35529191,35529865,"union_peak_18365","chr15",35528988,35529985,"union_peak_11409",674
"1113","chr15",66558862,66559143,"union_peak_18925","chr15",66558609,66561635,"union_peak_11786",281
"1114","chr17",74073416,74073766,"union_peak_24487","chr17",74073028,74073895,"union_peak_15254",350
"1115","chr7",82366110,82366622,"union_peak_46541","chr7",82366053,82366304,"union_peak_29122",194
"1116","chr13",97387642,97387898,"union_peak_15486","chr13",97387515,97387763,"union_peak_9556",121
"1117","chrX",36276719,36277290,"union_peak_54090","chrX",36276566,36277224,"union_peak_33728",505
"1118","chr11",72671299,72671736,"union_peak_8678","chr11",72671334,72671878,"union_peak_5444",402
"1119","chrX",20279093,20279734,"union_peak_54045","chrX",20278977,20279546,"union_peak_33694",453
"1120","chr13",95655158,95655591,"union_peak_15426","chr13",95654963,95655463,"union_peak_9507",305
"1121","chr1",128366462,128366693,"union_peak_1934","chr1",128366367,128366958,"union_peak_1204",231
"1122","chr7",4064163,4064410,"union_peak_44637","chr7",4064287,4064567,"union_peak_27917",123
"1123","chr8",123086673,123087054,"union_peak_50418","chr8",123086716,123087220,"union_peak_31436",338
"1124","chr4",34579653,34579906,"union_peak_35487","chr4",34579522,34580028,"union_peak_22158",253
"1125","chr7",16333042,16333255,"union_peak_44827","chr7",16331485,16333107,"union_peak_28051",65
"1126","chr12",115861721,115862324,"union_peak_13548","chr12",115861116,115862045,"union_peak_8343",324
"1127","chr17",28184790,28185554,"union_peak_23006","chr17",28185076,28185529,"union_peak_14318",453
"1128","chr8",111435400,111435880,"union_peak_49944","chr8",111435456,111436033,"union_peak_31181",424
"1129","chr19",10824215,10824445,"union_peak_26923","chr19",10824393,10824635,"union_peak_16755",52
"1130","chr2",113835183,113835542,"union_peak_30549","chr2",113835030,113835705,"union_peak_19054",359
"1131","chr13",30619441,30620009,"union_peak_14128","chr13",30619447,30619845,"union_peak_8723",398
"1132","chr2",49616848,49617084,"union_peak_29513","chr2",49617030,49617270,"union_peak_18368",54
"1133","chr12",11300706,11301295,"union_peak_11416","chr12",11300547,11301427,"union_peak_7063",589
"1134","chr18",77054909,77055228,"union_peak_26200","chr18",77054876,77055387,"union_peak_16296",319
"1135","chr14",64639609,64640045,"union_peak_17123","chr14",64639615,64640033,"union_peak_10618",418
"1136","chr7",132723681,132724446,"union_peak_47732","chr7",132723607,132724211,"union_peak_29871",530
"1137","chr5",107979746,107980299,"union_peak_39975","chr5",107979719,107980550,"union_peak_25026",553
"1138","chr16",31035221,31035552,"union_peak_21072","chr16",31035308,31035656,"union_peak_13056",244
"1139","chr10",94211754,94212012,"union_peak_5882","chr10",94211586,94212295,"union_peak_3667",258
"1140","chr7",122379752,122380395,"union_peak_47334","chr7",122379935,122380291,"union_peak_29597",356
"1141","chr5",124618325,124618726,"union_peak_40779","chr5",124618288,124618698,"union_peak_25504",373
"1142","chr2",121605074,121605358,"union_peak_30744","chr2",121604819,121605548,"union_peak_19184",284
"1143","chr8",128524472,128524832,"union_peak_50667","chr8",128524415,128524848,"union_peak_31573",360
"1144","chr14",77518957,77519317,"union_peak_17520","chr14",77518651,77519688,"union_peak_10870",360
"1145","chr2",66120102,66120278,"union_peak_29760","chr2",66120114,66120508,"union_peak_18540",164
"1146","chr5",29946839,29947676,"union_peak_38627","chr5",29947086,29947432,"union_peak_24156",346
"1147","chr13",97249410,97249892,"union_peak_15481","chr13",97249272,97249954,"union_peak_9552",482
"1148","chr11",106687416,106687588,"union_peak_10457","chr11",106687279,106689111,"union_peak_6497",172
"1149","chr2",37548539,37549000,"union_peak_29372","chr2",37548622,37549071,"union_peak_18287",378
"1150","chr8",77489302,77489490,"union_peak_49184","chr8",77489034,77489830,"union_peak_30716",188
"1151","chr15",63657422,63658595,"union_peak_18847","chr15",63657635,63658029,"union_peak_11734",394
"1152","chr5",108405505,108405914,"union_peak_39988","chr5",108405373,108405872,"union_peak_25034",367
"1153","chr10",79831970,79832326,"union_peak_5320","chr10",79831786,79832187,"union_peak_3310",217
"1154","chr6",48846750,48847332,"union_peak_42310","chr6",48846980,48847401,"union_peak_26435",352
"1155","chr13",114914910,114915187,"union_peak_15899","chr13",114914823,114915956,"union_peak_9841",277
"1156","chr6",8408296,8408788,"union_peak_41691","chr6",8408046,8408911,"union_peak_26034",492
"1157","chr15",37424900,37425287,"union_peak_18461","chr15",37424765,37425037,"union_peak_11469",137
"1158","chr14",53105235,53105704,"union_peak_16692","chr14",53105500,53105880,"union_peak_10337",204
"1159","chr3",133758006,133758784,"union_peak_34686","chr3",133758274,133758667,"union_peak_21621",393
"1160","chr17",50149778,50150059,"union_peak_24040","chr17",50149469,50150185,"union_peak_14961",281
"1161","chr12",115833820,115834151,"union_peak_13546","chr12",115833603,115834093,"union_peak_8341",273
"1162","chr8",47948227,47948613,"union_peak_48757","chr8",47947585,47948731,"union_peak_30464",386
"1163","chr6",49013563,49013778,"union_peak_42315","chr6",49013330,49014058,"union_peak_26437",215
"1164","chr11",4548669,4549034,"union_peak_6869","chr11",4548766,4549194,"union_peak_4327",268
"1165","chrX",164323618,164323933,"union_peak_55056","chrX",164323367,164324404,"union_peak_34306",315
"1166","chr13",108289400,108289796,"union_peak_15695","chr13",108289128,108290001,"union_peak_9696",396
"1167","chr2",44330732,44331132,"union_peak_29448","chr2",44330709,44331303,"union_peak_18331",400
"1168","chr5",8455576,8455859,"union_peak_38349","chr5",8455413,8457206,"union_peak_23973",283
"1169","chr6",55047711,55048505,"union_peak_42560","chr6",55048019,55048622,"union_peak_26569",486
"1170","chr12",92740927,92741151,"union_peak_12823","chr12",92740831,92741301,"union_peak_7924",224
"1171","chr2",121586224,121586611,"union_peak_30743","chr2",121586425,121586788,"union_peak_19183",186
"1172","chr3",75692187,75692395,"union_peak_33258","chr3",75691907,75692662,"union_peak_20690",208
"1173","chr10",117127412,117127824,"union_peak_6249","chr10",117127016,117127925,"union_peak_3913",412
"1174","chr19",14435825,14436347,"union_peak_27066","chr19",14435984,14436535,"union_peak_16850",363
"1175","chr6",99660513,99660839,"union_peak_43381","chr6",99660372,99660903,"union_peak_27089",326
"1176","chr5",136449825,136450086,"union_peak_41064","chr5",136449833,136450205,"union_peak_25673",253
"1177","chr14",53440982,53441402,"union_peak_16700","chr14",53440980,53441455,"union_peak_10344",420
"1178","chr7",97624876,97625748,"union_peak_46694","chr7",97624958,97625248,"union_peak_29213",290
"1179","chr13",80940722,80941230,"union_peak_15219","chr13",80940596,80941238,"union_peak_9377",508
"1180","chr15",80050152,80050513,"union_peak_19480","chr15",80050300,80050544,"union_peak_12123",213
"1181","chr12",115980604,115981006,"union_peak_13554","chr12",115980326,115980738,"union_peak_8347",134
"1182","chr9",33011235,33011584,"union_peak_51183","chr9",33011000,33011850,"union_peak_31914",349
"1183","chr2",65391419,65391599,"union_peak_29753","chr2",65391035,65391887,"union_peak_18535",180
"1184","chr1",154794348,154794886,"union_peak_2558","chr1",154794332,154794688,"union_peak_1577",340
"1185","chr6",127165753,127165953,"union_peak_43993","chr6",127165594,127165968,"union_peak_27480",200
"1186","chr11",70622293,70622715,"union_peak_8618","chr11",70622159,70622513,"union_peak_5400",220
"1187","chr9",80252236,80252529,"union_peak_52658","chr9",80252395,80253115,"union_peak_32786",134
"1188","chrX",107178673,107179102,"union_peak_54721","chrX",107178587,107179460,"union_peak_34108",429
"1189","chr5",64781778,64782013,"union_peak_39182","chr5",64780055,64781841,"union_peak_24478",63
"1190","chrX",50789756,50790079,"union_peak_54271","chrX",50789941,50790182,"union_peak_33847",138
"1191","chr4",84022385,84022676,"union_peak_36129","chr4",84022145,84022682,"union_peak_22578",291
"1192","chr9",123997703,123998060,"union_peak_53790","chr9",123997689,123998232,"union_peak_33507",357
"1193","chr12",115868617,115869059,"union_peak_13549","chr12",115868239,115868759,"union_peak_8344",142
"1194","chr7",43392304,43392963,"union_peak_45581","chr7",43392270,43392881,"union_peak_28520",577
"1195","chr17",86956779,86957068,"union_peak_24837","chr17",86956839,86958658,"union_peak_15491",229
"1196","chr8",128148418,128148782,"union_peak_50646","chr8",128148138,128148792,"union_peak_31558",364
"1197","chr9",92384292,92384882,"union_peak_52802","chr9",92384290,92385041,"union_peak_32884",590
"1198","chr6",57520879,57521440,"union_peak_42585","chr6",57520963,57521278,"union_peak_26583",315
"1199","chr7",58626507,58627095,"union_peak_45907","chr7",58626511,58626912,"union_peak_28723",401
"1200","chr3",9895794,9896209,"union_peak_32494","chr3",9895605,9896420,"union_peak_20178",415
"1201","chr1",151661688,151661983,"union_peak_2453","chr1",151661115,151661797,"union_peak_1523",109
"1202","chr13",114907810,114908300,"union_peak_15898","chr13",114907888,114908263,"union_peak_9840",375
"1203","chr13",85476500,85476741,"union_peak_15266","chr13",85476388,85477206,"union_peak_9407",241
"1204","chr15",62809226,62809605,"union_peak_18842","chr15",62809162,62809721,"union_peak_11730",379
"1205","chr10",41536780,41537231,"union_peak_4463","chr10",41536574,41537080,"union_peak_2799",300
"1206","chr8",111528109,111528411,"union_peak_49947","chr8",111526871,111528314,"union_peak_31183",205
"1207","chr3",126572679,126573210,"union_peak_34512","chr3",126572530,126572907,"union_peak_21496",228
"1208","chr2",145233797,145234213,"union_peak_31222","chr2",145233742,145234159,"union_peak_19488",362
"1209","chr11",53818716,53818960,"union_peak_7905","chr11",53818441,53818737,"union_peak_4974",21
"1210","chr13",63333384,63333655,"union_peak_15021","chr13",63332348,63333810,"union_peak_9235",271
"1211","chr2",75915112,75915351,"union_peak_30035","chr2",75914720,75915415,"union_peak_18721",239
"1212","chr3",159508965,159509437,"union_peak_35076","chr3",159509175,159509639,"union_peak_21858",262
"1213","chr3",52224077,52224378,"union_peak_32912","chr3",52224025,52224656,"union_peak_20465",301
"1214","chr17",86978511,86978785,"union_peak_24843","chr17",86978549,86978830,"union_peak_15496",236
"1215","chr5",74061673,74061952,"union_peak_39445","chr5",74061554,74062094,"union_peak_24654",279
"1216","chr2",3434150,3434328,"union_peak_28227","chr2",3434277,3434647,"union_peak_17563",51
"1217","chr6",12080446,12080770,"union_peak_41720","chr6",12080145,12082115,"union_peak_26058",324
"1218","chr4",89106434,89106802,"union_peak_36225","chr4",89106333,89107028,"union_peak_22642",368
